state,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,UP,RIGHT,DOWN,LEFT,WAIT,BOMB,best_action,best_q_value
"('ESCAPE', 'LEFT', 8, 'UNAVAILABLE', 'UNSAFE', 'UP')",ESCAPE,LEFT,8,UNAVAILABLE,UNSAFE,UP,-1.4170057,-2.4453452,-0.12614818,2.063049,-2.82271,-1.4976411,LEFT,2.063049
"('NONE', 'NONE', 0, 'UNAVAILABLE', 'NECESSARY', 'WAIT')",NONE,NONE,0,UNAVAILABLE,NECESSARY,WAIT,-1.1819,-0.3246785,-0.75148326,-0.22816336,1.0306439,-0.06599321,WAIT,1.0306439
"('BOMBING', 'DOWN', 4, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",BOMBING,DOWN,4,UNAVAILABLE,UNNECESSARY,BOMB,-1.201,-0.101,1.1540397,0.0,-0.057017334,-0.03825988,DOWN,1.1540397
"('BOMBING', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",BOMBING,DOWN,4,GOOD_LOW,UNNECESSARY,RIGHT,-0.101,0.0,0.1247764,0.0,-0.051,0.0,DOWN,0.1247764
"('BOMBING', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",BOMBING,DOWN,4,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,0.0,-0.101,0.0,0.194172,BOMB,0.194172
"('BOMBING', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,4,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,0.017099999,-0.101,0.0,0.0,DOWN,0.017099999
"('BOMBING', 'LEFT', 9, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,LEFT,9,GOOD_LOW,UNNECESSARY,DOWN,0.061716914,-0.101,0.0,0.09738398,0.0,1.4824724,BOMB,1.4824724
"('BOMBING', 'DOWN', 4, 'GOOD_LOW', 'UNNECESSARY', 'UP')",BOMBING,DOWN,4,GOOD_LOW,UNNECESSARY,UP,-0.101,-0.1919,-0.014128838,-0.10019,-0.051,1.640979,BOMB,1.640979
"('BOMBING', 'RIGHT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,8,UNAVAILABLE,UNNECESSARY,LEFT,0.05580686,-4.179405,0.5141306,0.7922266,2.3039117,0.32993773,WAIT,2.3039117
"('BOMBING', 'RIGHT', 3, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,3,GOOD_HIGH,UNNECESSARY,DOWN,0.0,1.0463197,-0.15435946,-0.0033160076,-0.051,0.19448845,RIGHT,1.0463197
"('BOMBING', 'RIGHT', 3, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,3,GOOD_HIGH,UNNECESSARY,LEFT,-0.011,-0.0033365202,-0.101,-0.101,-0.051,1.7073226,BOMB,1.7073226
"('BOMBING', 'RIGHT', 10, 'USELESS', 'UNNECESSARY', 'RIGHT')",BOMBING,RIGHT,10,USELESS,UNNECESSARY,RIGHT,-0.3472038,1.084965,-0.26035544,0.33528966,0.13118273,-0.16833502,RIGHT,1.084965
"('BOMBING', 'RIGHT', 10, 'USELESS', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,10,USELESS,UNNECESSARY,LEFT,-0.33767837,0.16398358,-0.14697278,0.6115171,-0.19640744,-0.23760703,LEFT,0.6115171
"('BOMBING', 'RIGHT', 10, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,RIGHT,10,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.2899277,0.0,0.0,0.0,-0.001,RIGHT,0.2899277
"('NONE', 'NONE', 0, 'UNAVAILABLE', 'NECESSARY', 'UP')",NONE,NONE,0,UNAVAILABLE,NECESSARY,UP,-0.64901423,0.094075255,-3.3657389,-0.056945607,3.2712145,-0.48402834,WAIT,3.2712145
"('COIN', 'DOWN', 4, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",COIN,DOWN,4,UNAVAILABLE,UNNECESSARY,BOMB,-0.101,-0.09726221,1.0771297,-0.101,-0.049461,-0.101,DOWN,1.0771297
"('COIN', 'DOWN', 4, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,DOWN,4,GOOD_HIGH,UNNECESSARY,LEFT,0.0,-0.101,0.0,0.0,-0.05019,0.3311451,BOMB,0.3311451
"('COIN', 'DOWN', 4, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,DOWN,4,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,0.0,0.0,-0.101,0.0,0.62731874,BOMB,0.62731874
"('COIN', 'RIGHT', 3, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,RIGHT,3,GOOD_LOW,UNNECESSARY,DOWN,0.0,1.4565114,-0.101,-0.101,-0.04759844,0.09130087,RIGHT,1.4565114
"('ESCAPE', 'RIGHT', 2, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",ESCAPE,RIGHT,2,UNAVAILABLE,UNNECESSARY,RIGHT,0.41051117,0.04811871,0.25981107,-0.044754505,0.80918854,0.25678182,WAIT,0.80918854
"('ESCAPE', 'UP', 3, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,3,UNAVAILABLE,UNNECESSARY,RIGHT,0.46278012,1.8114451,-0.0028356882,-0.09704793,-0.23369402,-0.13454789,RIGHT,1.8114451
"('BOMBING', 'LEFT', 10, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,LEFT,10,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.0,-0.10019,0.6732122,0.0,0.0,LEFT,0.6732122
"('BOMBING', 'HERE', 10, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,10,GOOD_HIGH,UNNECESSARY,LEFT,-0.20866336,0.09752001,-0.2829539,0.33769995,0.053104457,1.523744,BOMB,1.523744
"('BOMBING', 'HERE', 10, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,10,GOOD_HIGH,UNNECESSARY,DOWN,-0.101,-0.0209,-0.101,0.41874006,-0.051,-0.28725106,LEFT,0.41874006
"('BOMBING', 'LEFT', 10, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,10,GOOD_LOW,UNNECESSARY,RIGHT,-0.2205876,-0.02659522,-0.24895197,0.07551218,-0.11435882,1.5313187,BOMB,1.5313187
"('BOMBING', 'LEFT', 10, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,10,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,0.0,0.42192674,0.0,0.0,LEFT,0.42192674
"('BOMBING', 'HERE', 10, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,HERE,10,GOOD_HIGH,UNNECESSARY,UP,-0.101,-0.011,-0.101,-0.017034682,-0.0969,0.70697296,BOMB,0.70697296
"('BOMBING', 'UP', 1, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,1,GOOD_HIGH,UNNECESSARY,RIGHT,0.23073325,-0.101,-0.100960195,0.0,-0.051,-0.0009864895,UP,0.23073325
"('ESCAPE', 'RIGHT', 2, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,RIGHT,2,UNAVAILABLE,UNSAFE,LEFT,-4.827786,4.2070436,-2.79371,-4.492788,-1.101,-3.423439,RIGHT,4.2070436
"('NONE', 'NONE', 0, 'UNAVAILABLE', 'NECESSARY', 'BOMB')",NONE,NONE,0,UNAVAILABLE,NECESSARY,BOMB,-0.18024932,-0.101,-0.901,-1.0666391,0.77790964,-0.101,WAIT,0.77790964
"('BOMBING', 'LEFT', 9, 'GOOD_HIGH', 'UNNECESSARY', 'NONE')",BOMBING,LEFT,9,GOOD_HIGH,UNNECESSARY,NONE,0.0,0.0,0.0,1.0878296,0.0,0.0,LEFT,1.0878296
"('BOMBING', 'HERE', 3, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,3,GOOD_HIGH,UNNECESSARY,LEFT,0.06982873,-0.016135294,-0.101,-0.05927779,-0.0969,1.1707929,BOMB,1.1707929
"('BOMBING', 'HERE', 3, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,3,GOOD_HIGH,UNNECESSARY,DOWN,-0.036,0.096489444,-0.12336222,-0.101,-0.0969,1.5131515,BOMB,1.5131515
"('BOMBING', 'HERE', 3, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,HERE,3,GOOD_HIGH,UNNECESSARY,WAIT,-0.011,-0.011,-0.101,-0.101,-0.051,0.13864964,BOMB,0.13864964
"('BOMBING', 'LEFT', 10, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,10,GOOD_HIGH,UNNECESSARY,RIGHT,-0.10019,0.100376,-0.20758675,0.14813502,-0.051,1.801471,BOMB,1.801471
"('BOMBING', 'HERE', 8, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,HERE,8,UNAVAILABLE,UNNECESSARY,UP,-0.07541498,-0.042682003,-0.10035786,0.9162923,-0.029187778,-0.101,LEFT,0.9162923
"('BOMBING', 'HERE', 8, 'GOOD_HIGH', 'UNNECESSARY', 'BOMB')",BOMBING,HERE,8,GOOD_HIGH,UNNECESSARY,BOMB,0.0,0.0,-0.101,-0.009461001,-0.05125531,0.20151201,BOMB,0.20151201
"('ESCAPE', 'DOWN', 4, 'UNAVAILABLE', 'UNSAFE', 'UP')",ESCAPE,DOWN,4,UNAVAILABLE,UNSAFE,UP,-3.4600327,-3.427598,3.8421998,-1.9019,-2.9050603,-1.101,DOWN,3.8421998
"('BOMBING', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,8,UNAVAILABLE,UNNECESSARY,WAIT,-0.10429116,0.0,-0.098042876,1.1984503,-0.0649713,-0.1919,LEFT,1.1984503
"('BOMBING', 'DOWN', 6, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,DOWN,6,GOOD_HIGH,UNNECESSARY,LEFT,-0.12320419,-0.03609,1.0322366,-0.10171555,-0.0969,0.12760559,DOWN,1.0322366
"('BOMBING', 'HERE', 8, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",BOMBING,HERE,8,UNAVAILABLE,UNNECESSARY,BOMB,-0.18230544,-0.10045217,-0.10114151,0.88197756,-0.051159687,-0.101,LEFT,0.88197756
"('BOMBING', 'DOWN', 6, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,DOWN,6,GOOD_HIGH,UNNECESSARY,WAIT,0.0,-0.011345312,0.019996032,0.0,0.0,0.0,DOWN,0.019996032
"('BOMBING', 'DOWN', 5, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,DOWN,5,UNAVAILABLE,UNNECESSARY,DOWN,0.059538856,-0.22751558,1.0954859,-0.41217694,-0.038462367,-0.38623878,DOWN,1.0954859
"('BOMBING', 'DOWN', 4, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,DOWN,4,UNAVAILABLE,UNNECESSARY,RIGHT,-0.097666815,-0.101,1.0721881,-1.201,0.0,-0.030709997,DOWN,1.0721881
"('BOMBING', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,LEFT,8,UNAVAILABLE,UNNECESSARY,RIGHT,-0.101,-1.1289346,-0.19109,1.1852055,-0.05019,-0.101,LEFT,1.1852055
"('BOMBING', 'LEFT', 8, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,LEFT,8,GOOD_HIGH,UNNECESSARY,UP,-0.101,-0.101,0.0,0.083660215,0.0,-0.0015125795,LEFT,0.083660215
"('BOMBING', 'LEFT', 8, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",BOMBING,LEFT,8,GOOD_HIGH,UNNECESSARY,DOWN,0.0,-0.101,0.0,0.23441711,-0.051,-0.001368559,LEFT,0.23441711
"('BOMBING', 'RIGHT', 10, 'GOOD_LOW', 'UNNECESSARY', 'RIGHT')",BOMBING,RIGHT,10,GOOD_LOW,UNNECESSARY,RIGHT,-0.26283702,1.2847266,-0.17251301,-0.0043488406,-0.064282894,0.7002053,RIGHT,1.2847266
"('ESCAPE', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",ESCAPE,LEFT,8,UNAVAILABLE,UNNECESSARY,LEFT,0.5959939,0.17069168,0.29952785,1.85385,0.5242949,0.4441381,LEFT,1.85385
"('NONE', 'NONE', 8, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",NONE,NONE,8,UNAVAILABLE,UNNECESSARY,RIGHT,0.012413103,-0.08710838,0.111705944,3.0385637,-0.07578555,-0.18212971,LEFT,3.0385637
"('COIN', 'LEFT', 0, 'UNAVAILABLE', 'NECESSARY', 'BOMB')",COIN,LEFT,0,UNAVAILABLE,NECESSARY,BOMB,-0.101,-0.101,-0.1919,-2.2819,1.1495985,-0.101,WAIT,1.1495985
"('COIN', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",COIN,LEFT,8,UNAVAILABLE,UNNECESSARY,WAIT,-0.08510047,0.0012347033,-0.15003549,1.3296667,-0.13465771,-0.20454581,LEFT,1.3296667
"('COIN', 'LEFT', 8, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",COIN,LEFT,8,GOOD_HIGH,UNNECESSARY,WAIT,0.0,-0.101,0.0,0.53060013,0.0,-0.0027259176,LEFT,0.53060013
"('COIN', 'UP', 1, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",COIN,UP,1,UNAVAILABLE,UNNECESSARY,UP,1.7864116,-0.24456167,-3.01171,0.011453909,0.35940796,-0.1919,UP,1.7864116
"('COIN', 'UP', 5, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",COIN,UP,5,UNAVAILABLE,UNNECESSARY,UP,1.7668825,-0.0061742608,0.10491778,-0.068532184,-0.03954367,-0.08309,UP,1.7668825
"('BOMBING', 'HERE', 6, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,HERE,6,GOOD_HIGH,UNNECESSARY,UP,0.0,-0.011,0.0,0.0,-0.050030895,1.3083522,BOMB,1.3083522
"('BOMBING', 'HERE', 6, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,HERE,6,GOOD_HIGH,UNNECESSARY,WAIT,-0.101,-0.011,0.21529995,-0.101,0.0,0.0,DOWN,0.21529995
"('BOMBING', 'LEFT', 8, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",BOMBING,LEFT,8,GOOD_HIGH,UNNECESSARY,WAIT,-0.101,0.0,-0.101,0.46616086,-0.051,-0.00096214964,LEFT,0.46616086
"('BOMBING', 'UP', 4, 'UNAVAILABLE', 'UNNECESSARY', 'DOWN')",BOMBING,UP,4,UNAVAILABLE,UNNECESSARY,DOWN,-5.9845924,0.3195335,2.9533436,0.27437726,0.21030912,0.55961585,DOWN,2.9533436
"('BOMBING', 'UP', 5, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,UP,5,UNAVAILABLE,UNNECESSARY,WAIT,0.9477957,-0.101,-0.011,-0.10087669,-0.051,-0.101,UP,0.9477957
"('BOMBING', 'UP', 5, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",BOMBING,UP,5,GOOD_HIGH,UNNECESSARY,RIGHT,0.46062437,0.0,-0.011,0.0,0.0,0.0,UP,0.46062437
"('BOMBING', 'HERE', 5, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",BOMBING,HERE,5,GOOD_HIGH,UNNECESSARY,DOWN,-0.03324902,-0.28116822,-0.010960198,-0.20429239,-0.028467033,1.2410994,BOMB,1.2410994
"('BOMBING', 'HERE', 5, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",BOMBING,HERE,5,GOOD_HIGH,UNNECESSARY,LEFT,-0.011,-0.1919,-0.011,-0.101,-0.041967787,0.9829709,BOMB,0.9829709
"('BOMBING', 'UP', 5, 'USELESS', 'UNNECESSARY', 'DOWN')",BOMBING,UP,5,USELESS,UNNECESSARY,DOWN,0.69790924,-0.17881013,-0.058184475,-0.20632452,0.024027243,-0.11758537,UP,0.69790924
"('BOMBING', 'HERE', 5, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",BOMBING,HERE,5,GOOD_HIGH,UNNECESSARY,UP,0.44096103,-0.10301748,0.08588764,-0.27279,0.092702806,1.2808373,BOMB,1.2808373
"('COIN', 'DOWN', 5, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,DOWN,5,USELESS,UNNECESSARY,DOWN,0.37243545,-0.1804604,1.575532,-0.08001128,0.3736564,-0.18479407,DOWN,1.575532
"('COIN', 'DOWN', 5, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",COIN,DOWN,5,GOOD_HIGH,UNNECESSARY,UP,-0.011,-0.101,0.0,0.0,-0.051,1.3383638,BOMB,1.3383638
"('COIN', 'DOWN', 5, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",COIN,DOWN,5,GOOD_HIGH,UNNECESSARY,WAIT,-0.011,-0.101,0.117459245,-0.10019,-0.051,-0.0012439,DOWN,0.117459245
"('COIN', 'DOWN', 5, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,DOWN,5,GOOD_HIGH,UNNECESSARY,RIGHT,0.0,-0.101,1.0777085,-0.101,-0.051,-0.001,DOWN,1.0777085
"('ESCAPE', 'UP', 5, 'UNAVAILABLE', 'UNNECESSARY', 'BOMB')",ESCAPE,UP,5,UNAVAILABLE,UNNECESSARY,BOMB,1.3380678,0.17127141,0.22838736,0.35070127,0.33426243,0.32066256,UP,1.3380678
"('ESCAPE', 'UP', 5, 'UNAVAILABLE', 'UNSAFE', 'BOMB')",ESCAPE,UP,5,UNAVAILABLE,UNSAFE,BOMB,-0.21160576,-0.47836947,1.9740481,-0.42144245,-0.6942533,-0.6946594,DOWN,1.9740481
"('BOMBING', 'HERE', 4, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,HERE,4,UNAVAILABLE,UNNECESSARY,RIGHT,-1.2921333,-0.08722032,0.32880768,-0.101,-0.047517423,-0.101,DOWN,0.32880768
"('ESCAPE', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",ESCAPE,LEFT,8,UNAVAILABLE,UNNECESSARY,WAIT,-0.39081776,-1.2883044,-0.41068625,0.53551376,-0.39480317,-0.3990953,LEFT,0.53551376
"('BOMBING', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",BOMBING,LEFT,8,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,0.0,1.0174905,0.0,0.0,LEFT,1.0174905
"('BOMBING', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",BOMBING,LEFT,10,UNAVAILABLE,UNNECESSARY,LEFT,-0.106648095,0.311112,-0.08797024,1.0222279,0.22554159,-0.14329758,LEFT,1.0222279
"('BOMBING', 'LEFT', 10, 'GOOD_LOW', 'UNNECESSARY', 'BOMB')",BOMBING,LEFT,10,GOOD_LOW,UNNECESSARY,BOMB,-0.101,0.0,0.0,0.0,-0.049461,0.22466642,BOMB,0.22466642
"('BOMBING', 'RIGHT', 2, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",BOMBING,RIGHT,2,GOOD_LOW,UNNECESSARY,LEFT,0.0,-0.014461,-0.09908564,-0.101,-0.051,1.473309,BOMB,1.473309
"('BOMBING', 'RIGHT', 2, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",BOMBING,RIGHT,2,GOOD_LOW,UNNECESSARY,WAIT,-0.101,0.0,-0.101,0.041072257,0.0,0.0,LEFT,0.041072257
"('BOMBING', 'RIGHT', 2, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",BOMBING,RIGHT,2,GOOD_LOW,UNNECESSARY,DOWN,0.0,0.036509577,-0.101,0.0,0.0,-0.001,RIGHT,0.036509577
"('COIN', 'LEFT', 0, 'UNAVAILABLE', 'NECESSARY', 'RIGHT')",COIN,LEFT,0,UNAVAILABLE,NECESSARY,RIGHT,-0.08874333,0.40941325,0.08162389,-0.701,1.2403576,0.0,WAIT,1.2403576
"('COIN', 'LEFT', 8, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,8,UNAVAILABLE,UNNECESSARY,RIGHT,-0.101,-1.0842721,-0.09871624,1.1667057,-0.04787649,-0.10109,LEFT,1.1667057
"('COIN', 'LEFT', 8, 'GOOD_HIGH', 'UNNECESSARY', 'UP')",COIN,LEFT,8,GOOD_HIGH,UNNECESSARY,UP,0.0,-0.101,-0.10019,0.13382639,0.0,-0.0003960327,LEFT,0.13382639
"('COIN', 'LEFT', 8, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,8,GOOD_HIGH,UNNECESSARY,RIGHT,-0.1919,-0.18132982,-0.10019,1.02148,-0.051,-0.13026784,LEFT,1.02148
"('COIN', 'UP', 3, 'GOOD_LOW', 'UNNECESSARY', 'LEFT')",COIN,UP,3,GOOD_LOW,UNNECESSARY,LEFT,0.0,0.0,-0.101,-0.101,0.0,1.3403801,BOMB,1.3403801
"('COIN', 'UP', 3, 'GOOD_LOW', 'UNNECESSARY', 'DOWN')",COIN,UP,3,GOOD_LOW,UNNECESSARY,DOWN,0.06610466,0.0,-0.101,0.0,-0.051,0.70328516,BOMB,0.70328516
"('COIN', 'UP', 3, 'GOOD_LOW', 'UNNECESSARY', 'WAIT')",COIN,UP,3,GOOD_LOW,UNNECESSARY,WAIT,0.0,0.0,-0.101,0.0,0.0,0.0,UP,0.0
"('COIN', 'UP', 5, 'USELESS', 'UNNECESSARY', 'UP')",COIN,UP,5,USELESS,UNNECESSARY,UP,1.6499606,-0.04702522,0.48893917,-0.13082826,0.48822957,-0.2937347,UP,1.6499606
"('ESCAPE', 'UP', 5, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",ESCAPE,UP,5,UNAVAILABLE,UNNECESSARY,RIGHT,0.23606119,0.26348975,0.8541604,-0.39029056,0.38385648,0.19177088,DOWN,0.8541604
"('ESCAPE', 'UP', 5, 'UNAVAILABLE', 'UNSAFE', 'LEFT')",ESCAPE,UP,5,UNAVAILABLE,UNSAFE,LEFT,0.59399164,-3.9755976,3.803699,-4.019515,-3.3854752,-3.7741392,DOWN,3.803699
"('ESCAPE', 'RIGHT', 2, 'UNAVAILABLE', 'UNSAFE', 'UP')",ESCAPE,RIGHT,2,UNAVAILABLE,UNSAFE,UP,-2.5803082,2.787402,-1.4479152,-2.7227836,-3.0647101,-2.3955417,RIGHT,2.787402
"('BOMBING', 'RIGHT', 6, 'GOOD_HIGH', 'UNNECESSARY', 'NONE')",BOMBING,RIGHT,6,GOOD_HIGH,UNNECESSARY,NONE,-0.101,1.1350164,-0.011,0.0,-0.051,-0.001,RIGHT,1.1350164
"('BOMBING', 'RIGHT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",BOMBING,RIGHT,10,UNAVAILABLE,UNNECESSARY,RIGHT,-0.30100858,1.096855,-0.22973852,0.12065117,-0.09300605,-0.4189037,RIGHT,1.096855
"('BOMBING', 'RIGHT', 2, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",BOMBING,RIGHT,2,UNAVAILABLE,UNNECESSARY,WAIT,-0.27289388,1.0160385,-0.17958145,-1.1791149,-0.039222516,-0.29792362,RIGHT,1.0160385
"('COIN', 'LEFT', 2, 'UNAVAILABLE', 'UNNECESSARY', 'WAIT')",COIN,LEFT,2,UNAVAILABLE,UNNECESSARY,WAIT,-0.101,1.0971688,-0.14461681,-3.25471,-0.12757953,-0.16216244,RIGHT,1.0971688
"('COIN', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",COIN,LEFT,10,UNAVAILABLE,UNNECESSARY,UP,0.0,0.0,-0.016589401,1.2820597,0.0,0.0,LEFT,1.2820597
"('COIN', 'DOWN', 6, 'USELESS', 'UNNECESSARY', 'LEFT')",COIN,DOWN,6,USELESS,UNNECESSARY,LEFT,-0.101,0.016452573,1.5771521,-0.101,-0.051,-0.03922056,DOWN,1.5771521
"('COIN', 'DOWN', 6, 'USELESS', 'UNNECESSARY', 'WAIT')",COIN,DOWN,6,USELESS,UNNECESSARY,WAIT,0.0,-0.011,0.0,-0.101,0.0,0.0,UP,0.0
"('COIN', 'DOWN', 6, 'USELESS', 'UNNECESSARY', 'UP')",COIN,DOWN,6,USELESS,UNNECESSARY,UP,0.0,0.0,0.0,0.02755153,-0.051,-0.151,LEFT,0.02755153
"('COIN', 'LEFT', 10, 'USELESS', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,10,USELESS,UNNECESSARY,RIGHT,-0.09476352,0.9708751,-0.28504112,0.34549493,0.118458256,-0.21615005,RIGHT,0.9708751
"('COIN', 'LEFT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,14,GOOD_HIGH,UNNECESSARY,RIGHT,-0.04988607,0.0,1.0681654,-0.016,-0.057294566,0.0,DOWN,1.0681654
"('COIN', 'LEFT', 10, 'USELESS', 'UNNECESSARY', 'DOWN')",COIN,LEFT,10,USELESS,UNNECESSARY,DOWN,-0.101,-0.011,0.0,1.3863565,-0.030439809,-0.151,LEFT,1.3863565
"('COIN', 'LEFT', 14, 'GOOD_HIGH', 'UNNECESSARY', 'WAIT')",COIN,LEFT,14,GOOD_HIGH,UNNECESSARY,WAIT,0.0,0.0,-0.011,0.0,0.0,0.48444277,BOMB,0.48444277
"('COIN', 'UP', 1, 'GOOD_HIGH', 'UNNECESSARY', 'DOWN')",COIN,UP,1,GOOD_HIGH,UNNECESSARY,DOWN,-0.016,-0.1919,-0.101,-0.1897049,-0.051,1.328873,BOMB,1.328873
"('COIN', 'UP', 1, 'GOOD_HIGH', 'UNNECESSARY', 'LEFT')",COIN,UP,1,GOOD_HIGH,UNNECESSARY,LEFT,0.3161611,-0.10085503,-0.08122486,-0.101,-0.04056634,-0.0005947972,UP,0.3161611
"('ESCAPE', 'RIGHT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'UP')",ESCAPE,RIGHT,10,UNAVAILABLE,UNNECESSARY,UP,0.07778932,1.6971505,-0.95278436,0.7260417,0.45494092,-0.023914633,RIGHT,1.6971505
"('COIN', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",COIN,LEFT,10,UNAVAILABLE,UNNECESSARY,LEFT,-0.09022729,0.22422129,-0.033027485,1.4470872,0.07452665,-0.14786124,LEFT,1.4470872
"('COIN', 'DOWN', 6, 'UNAVAILABLE', 'UNNECESSARY', 'LEFT')",COIN,DOWN,6,UNAVAILABLE,UNNECESSARY,LEFT,-0.101,-0.036,1.5716207,-0.08671669,0.0,0.0,DOWN,1.5716207
"('COIN', 'LEFT', 10, 'UNAVAILABLE', 'UNNECESSARY', 'RIGHT')",COIN,LEFT,10,UNAVAILABLE,UNNECESSARY,RIGHT,-0.18402123,0.2781186,-0.35181543,1.5315188,0.10908873,-0.50719076,LEFT,1.5315188
"('ESCAPE', 'DOWN', 4, 'UNAVAILABLE', 'UNSAFE', 'WAIT')",ESCAPE,DOWN,4,UNAVAILABLE,UNSAFE,WAIT,-1.7171099,-1.7921615,-1.5158687,-1.822125,-1.6996582,-1.5352503,DOWN,-1.5158687
